"","Hash","Mean.blank","LoLe-FHL004-COI-N1-WL-1_R1.fastq.gz","LoLe-FHL005-COI-N1-WL-2_R1.fastq.gz","LoLe-FHL006-COI-N1-WL-3_R1.fastq.gz","LoLe-FHL001-COI-N1-NL-1_R1.fastq.gz","LoLe-FHL002-COI-N1-NL-2_R1.fastq.gz","LoLe-FHL003-COI-N1-NL-3_R1.fastq.gz","LoLe-FHL011-COI-D1-WL-1_R1.fastq.gz","LoLe-FHL012-COI-D1-WL-2_R1.fastq.gz","LoLe-FHL013-COI-D1-WL-3_R1.fastq.gz","LoLe-FHL008-COI-D1-NL-1_R1.fastq.gz","LoLe-FHL009-COI-D1-NL-2_R1.fastq.gz","LoLe-FHL010-COI-D1-NL-3_R1.fastq.gz","LoLe-FHL018-COI-N2-WL-1_R1.fastq.gz","LoLe-FHL019-COI-N2-WL-2_R1.fastq.gz","LoLe-FHL020-COI-N2-WL-3_R1.fastq.gz","LoLe-FHL015-COI-N2-NL-1_R1.fastq.gz","LoLe-FHL016-COI-N2-NL-2_R1.fastq.gz","LoLe-FHL017-COI-N2-NL-3_R1.fastq.gz","LoLe-FHL025-COI-D2-WL-1_R1.fastq.gz","LoLe-FHL026-COI-D2-WL-2_R1.fastq.gz","LoLe-FHL027-COI-D2-WL-3_R1.fastq.gz","LoLe-FHL022-COI-D2-NL-1_R1.fastq.gz","LoLe-FHL023-COI-D2-NL-2_R1.fastq.gz","LoLe-FHL024-COI-D2-NL-3_R1.fastq.gz","LoLe-FHL032-COI-D3-WL-1_R1.fastq.gz","LoLe-FHL033-COI-D3-WL-2_R1.fastq.gz","LoLe-FHL034-COI-D3-WL-3_R1.fastq.gz","LoLe-FHL029-COI-D3-NL-1_R1.fastq.gz","LoLe-FHL030-COI-D3-NL-2_R1.fastq.gz","LoLe-FHL031-COI-D3-NL-3_R1.fastq.gz","LoLe-FHL040-COI-N3-WL-1_R1.fastq.gz","LoLe-FHL041-COI-N3-WL-2_R1.fastq.gz","LoLe-FHL042-COI-N3-WL-3_R1.fastq.gz","LoLe-FHL037-COI-N3-NL-1_R1.fastq.gz","LoLe-FHL038-COI-N3-NL-2_R1.fastq.gz","LoLe-FHL039-COI-N3-NL-3_R1.fastq.gz","LoLe-FHL047-COI-D4-WL-1_R1.fastq.gz","LoLe-FHL048-COI-D4-WL-2_R1.fastq.gz","LoLe-FHL049-COI-D4-WL-3_R1.fastq.gz","LoLe-FHL043-COI-D4-NL-1_R1.fastq.gz","LoLe-FHL044-COI-D4-NL-2_R1.fastq.gz","LoLe-FHL045-COI-D4-NL-3_R1.fastq.gz","LoLe-FHL054-COI-N4-WL-1_R1.fastq.gz","LoLe-FHL055-COI-N4-WL-2_R1.fastq.gz","LoLe-FHL056-COI-N4-WL-3_R1.fastq.gz","LoLe-FHL051-COI-N4-NL-1_R1.fastq.gz","LoLe-FHL052-COI-N4-NL-2_R1.fastq.gz","LoLe-FHL053-COI-N4-NL-3_R1.fastq.gz","LoLe-FHL061-COI-D5-WL-1_R1.fastq.gz","LoLe-FHL062-COI-D5-WL-2_R1.fastq.gz","LoLe-FHL063-COI-D5-WL-3_R1.fastq.gz","LoLe-FHL058-COI-D5-NL-1_R1.fastq.gz","LoLe-FHL059-COI-D5-NL-2_R1.fastq.gz","LoLe-FHL060-COI-D5-NL-3_R1.fastq.gz","LoLe-FHL068-COI-N5-WL-1_R1.fastq.gz","LoLe-FHL069-COI-N5-WL-2_R1.fastq.gz","LoLe-FHL070-COI-N5-WL-3_R1.fastq.gz","LoLe-FHL065-COI-N5-NL-1_R1.fastq.gz","LoLe-FHL066-COI-N5-NL-2_R1.fastq.gz","LoLe-FHL067-COI-N5-NL-3_R1.fastq.gz","LoLe-FHL075-COI-D6-WL-1_R1.fastq.gz","LoLe-FHL076-COI-D6-WL-2_R1.fastq.gz","LoLe-FHL077-COI-D6-WL-3_R1.fastq.gz","LoLe-FHL072-COI-D6-NL-1_R1.fastq.gz","LoLe-FHL073-COI-D6-NL-2_R1.fastq.gz","LoLe-FHL074-COI-D6-NL-3_R1.fastq.gz","LoLe-FHL082-COI-N6-WL-1_R1.fastq.gz","LoLe-FHL083-COI-N6-WL-2_R1.fastq.gz","LoLe-FHL084-COI-N6-WL-3_R1.fastq.gz","LoLe-FHL081-COI-N6-NL-3_R1.fastq.gz","LoLe-FHL088-COI-D7-WL-1_R1.fastq.gz","LoLe-FHL089-COI-D7-WL-2_R1.fastq.gz","LoLe-FHL090-COI-D7-WL-3_R1.fastq.gz","LoLe-FHL085-COI-D7-NL-1_R1.fastq.gz","LoLe-FHL086-COI-D7-NL-2_R1.fastq.gz","LoLe-FHL087-COI-D7-NL-3_R1.fastq.gz","LoLe-FHL092-COI-N7-NL-1_R1.fastq.gz","LoLe-FHL093-COI-N7-NL-2_R1.fastq.gz","LoLe-FHL094-COI-N7-NL-3_R1.fastq.gz"
"10124","9816429b8bb3f4d485200bfb4ee6055034d7ccd4",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10125","9819a96ac50f2b72f894100f64d800d0b8572b63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"10126","9819acc7b6899d8ac65bf2521400adec96754d30",0,0,0,0,5,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,2,0,3,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"10127","981bcadce8d4d03f71c53b661f45a8b5a6f78f2f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10128","9822028d81c1c9005f66a4d33eaa57cba3b30539",0,3726,3651,229,13,8,11,10,18,20,3,0,13,10750,6571,207,4,3,0,157,14,33,31,404,47,228,65,83,126,1108,46,1946,20367,3988,13,15,17,6715,896,772,344,2486,145,5,40,33,4,0,0,308,427,57,0,10,8,396,0,0,0,0,0,14,297,0,0,0,0,0,190,863,0,238,0,3,9,0,11,0,0,0
"10129","982293a12898dd784a2b178567c4e2927f007a59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10131","982bc5f6f96bdcc383b8c9fd6cc044919cb35c32",0,13,0,30,9,29,48,16,13,0,0,0,9,3,3,7,0,7,31,4,0,0,0,12,0,37,10,15,0,0,0,0,10,23,0,28,2,0,0,10,0,11,2,0,0,0,58,75,0,36,0,0,10,19,0,14,9,11,0,20,17,0,0,7,0,31,29,0,0,0,0,11,0,0,5,0,0,3,0,0
"10132","98333876215baece19b6565a077a23bfbe596bb3",0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10133","983389e91deae06dd5290fe8298ee74cd3928862",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10134","983dd5e6877a683c16774f07fb00974802932cc3",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"10135","9849abd84a552a6fa5cafe8f3e6e8db60319b1f8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"10136","984aed09c3a013ef708f9ee0ef25013676d364b1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10137","984bfc2d336d1041379c2209b87ec9bf9c6a808c",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10138","984c5d1ecccdda99bd22c01a2ab1c912ee46a942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,7,0,0,2,0,0,0,0,0,0,4,3,0,4,3,0,4,0,0,0,4,0,0,2,2,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0
"10139","98596cbb2c579d8c675e7006b0ddebaa87353129",0,0,0,0,0,0,0,12,7,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10140","985c27d0d6c03c032c928c4b8481f30beec41f57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10141","985c38d9559158c81fc2704b3754d8181e22e872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10142","98634b43e32c4a3fa43fd8d9efbda80c2becf452",0,0,4,0,0,0,0,0,3,6,10,0,0,0,0,0,0,0,0,0,21,5,2,2,0,0,0,12,0,0,3,3,3,0,0,5,16,25,11,6,5,6,16,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0
"10143","98651b503339e2f590ea25bd524dc90ea9283414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10144","98704ee6fcdbd89f2fbbf7517b909cac333b7d1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10145","9871f15d1438c7e85f6687a1d89ec4b74c9e4892",0,0,0,0,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10146","9872e61f9e38e6d906b856b0a996322f8332b296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10147","987efb2ac45faf0eb1b184310e575d81fa38b377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"10148","98813ba2ec9f6dee66ce2c490581ab43f64e30e8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10149","98846e7539159e81f6c3a1097f623a719e33a5ae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10150","98852a05e7fc994ca0b7ef6d0ad1b747303fe224",0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,105,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10151","988e840a7dbb7d59838cc594f0c8aa811758095e",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10152","9892c913f7555338eabc78a505d91abd79f3fd50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10153","989600ccdfdac3cf9e9277c56bfe20a24d8c52fb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10154","98a0d17c069c7579dc1e9cf795852a677edc1fd0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"10155","98a32079625df92d88e4eb0bb117f08f20dd4205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10156","98a84509f78ef1f0a27f6bc09aa4945d715141b4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10157","98b48898a1da1963d010daeca932f1aeb00393a4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10158","98bc178a9622c92d580635f6167b1fe11698b085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10159","98bd587e7cd23f515db881815a26ac4644e754f9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10160","98c2bd24e694c8ae21b789923188a104ea749bd6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"10161","98c9c5f672002f0e6656673e7708c20078eefbe2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10162","98c9d03ed7844e01679b10c85c81bec9f8beaff3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10163","98caee11d50e70d5cc8675ea6a39d57aa42e930d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10164","98cd99cc2641608657b8263f972c0c12bb7b5faf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10165","98d4f7746943e490a46af6b71e96858d085d74f3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10166","98d6320b11a7a698fa204eee50f7098e0999b67c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10167","98d9f7015e1e3762a12fdf6ae3501f24f980e365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10168","98ddf7692a414e178caee44a71d060b39516ad62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10169","98e01e2bd6e7753219f4c7bdc89c107eac7c730d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10170","98e14430adaca22335ae4e0a7f1ba7f51f9cc435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10171","98eb8e90c9e05e4d9f19cfc492f5988849a8283c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,19,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10172","98edbb66fe35f499e3e78ab8d3e28978166c910b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10173","98edf35952405ab08440c675bb378ed9daa28e51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10174","98ef73ceb99a2f101d6ac8dfea3da5388799ac04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10175","98eff763f69bbc86bd04ff05fdb577a21e0d47cc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10176","98f2afbb03c57a21e25199fc57bcc856580e41a2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10177","98f2b34b456de21fd612a7a96e3c0ab22385b9f8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10178","98f37e5d0ae216a015e364ecfaa6dacda2ebe0dc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10179","98f44e02b9d7dd2847a8da00432b54929af3ed4f",0,0,0,0,0,0,0,0,0,4,0,5,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,13,0,4,0,4,0,0,2,0,8,7,3,3,10,8,8,0,0,0,0,0,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0
"10180","98fba2fd67292bff0f90bf1af0e6d4dfa8bdabe1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10181","98fc3cb431da690a4c9e6661dae5eadb2523b799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10182","9906a3f5db0282a637c3e187881b84c3d0cd613a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,23,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10183","99081bb06a2d3c105005240a203b1bf3623863b8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10184","990827a91020a0fa327111dd372295218c68f9da",0,8,0,0,0,0,0,0,0,0,3,3,4,0,0,0,2,0,0,0,10,0,0,3,0,0,6,0,0,4,0,6,8,12,6,7,5,2,6,2,11,7,0,0,0,0,0,0,0,9,6,2,0,2,6,3,0,0,0,0,0,0,0,6,0,0,0,0,5,8,0,5,0,0,13,0,0,0,0,0
