Sample_name,Label,Hash,nReads
MV1-FHL005_MV1,MV1,6cd862f1c399bbac98e7fc03450c55bdb9b687fa,3
MV1-FHL032_MV1,MV1,040ccdf7ee82f5e299bca62edaeeb80b730fb822,5
MV1-FHL013_MV1,MV1,1ba1b62ac78a7d98b9c24c4e02e8356bd4295064,16
MV1-FHL016_MV1,MV1,6ed59a6fe7307f305e97a764e2b522e198e6b06a,3
MV1-FHL065_MV1,MV1,1bae4b57c6e8c5700cf97e1bf040bffdf2ffa505,29
MV1-FHL077_MV1,MV1,63a035e7384c8ed4f5b82a56bd72ffbd1160bba4,3
MV1-FHL062_MV1,MV1,3642077dc3ad15d3553f55e984d2ec44e27a9b7c,6
MV1-FHL013_MV1,MV1,29bf1f57566d51ab25499305644c0d0e9c66fb35,15
MV1-FHL077_MV1,MV1,d468ec21f2f2cde2310410326e077cf90290c98a,36
MV1-FHL016_MV1,MV1,3f7a17ebe1561d0f1ae084293372ea2712e4af9e,166
MV1-FHL070_MV1,MV1,3f7a17ebe1561d0f1ae084293372ea2712e4af9e,431
MV1-FHL085_MV1,MV1,2811818a57285ae65ece547fa8e3728846e5aaed,11
MV1-FHL006_MV1,MV1,7698ee4138492cd33a57b7807d6520ec2ebb770b,124
MV1-FHL013_MV1,MV1,97d91f46c654a4fdb98dff263f625ef5b0ebd958,33
MV1-FHL013_MV1,MV1,7e2af86b66946f3647c0608b6283a4f158430902,18
MV1-FHL018_MV1,MV1,0bb29de811a9637f23280340704876b0b9d8bc17,59
MV1-FHL043_MV1,MV1,1c8eb9a16a9f35219f199103c9c0372cd4e6e145,5
MV1-FHL013_MV1,MV1,702386c89ea54b2af5a0b163eee2a0596069a0fd,10
MV1-FHL084_MV1,MV1,68452568816e44d7228b5f4e90403d7a9153901c,2
MV1-FHL016_MV1,MV1,8a165dbc572ea89f0a92e2577bf32e24dc9c18a5,3
MV1-FHL016_MV1,MV1,8aa9377afd3193eafff82fd8c248537977180508,2
MV1-FHL074_MV1,MV1,28f243270163262248632a47bf15fe56dc1af722,2
MV1-FHL015_MV1,MV1,b9303226557e3126c1b2e4f67f86d2534a8deb7b,8
MV1-FHL016_MV1,MV1,2a45c76dcb48cca6079fb7a859159d23e356f0fa,13
MV1-FHL016_MV1,MV1,696273c4bd20c6e3bd46018d84fcdc55a3c97287,11
MV1-FHL015_MV1,MV1,ce8d0e93144af80c46014d838c593df8cf273a81,10
MV1-FHL043_MV1,MV1,1a7c13352a36ca9607df2773b4bf8f178f5769a6,50
MV1-FHL076_MV1,MV1,4f54282e650c6cf092d67c5ea4d95d48ad3b989f,5
MV1-FHL013_MV1,MV1,dc988257f79bc435804bf46e0e90ef14a48820b2,4
MV1-FHL016_MV1,MV1,b64f3eb2d1ca8f5b049927da6ef5b0bf1cd601a5,13
MV1-FHL034_MV1,MV1,6e5b35c2343f6d5e43770f096f35af2b87f3dd6c,24
MV1-FHL016_MV1,MV1,0b8782d3819824e29f7d138bafdf290f57e53af4,10
MV1-FHL016_MV1,MV1,cd036ef3132617df3c3c8397541aafd25da791fa,72
MV1-FHL073_MV1,MV1,0610a4298d61dae627e07564ab925831c4cb4e88,107
MV1-FHL073_MV1,MV1,f4aa99f6e8dc71fd92f9bd102986ff52f6bd040b,42
MV1-FHL073_MV1,MV1,e159e4802fb9bff436b38d31162ca7417bc23210,26
MV1-FHL024_MV1,MV1,e8ff43e1003997497c623b9d41e8c4f12a4cfb5f,33
MV1-FHL024_MV1,MV1,8f62a49abb7deff5c9b051f27c74e3c0409433a5,42
MV1-FHL081_MV1,MV1,b7ebda7b4d5a0fcb746f70981f7bc989055e5867,4
MV1-FHL015_MV1,MV1,b7ebda7b4d5a0fcb746f70981f7bc989055e5867,3
MV1-FHL077_MV1,MV1,0dba74f03c174b5e54223fc8649909b7ba8acc9d,4
MV1-FHL083_MV1,MV1,59d112ec6793eec12a46ace11f03524d69f9baa0,14
MV1-FHL016_MV1,MV1,9b55a7fc57d09ae44224db0230931f73cce77345,8
MV1-FHL016_MV1,MV1,63a29046ac63a165ac5017b69c40abc949dd3257,15
MV1-FHL016_MV1,MV1,15ecff1f723088b4d830a95f0f0747021a317af8,33
MV1-FHL003_MV1,MV1,e70f2f55073644b3c1368a78cb059684413bfffe,13
MV1-FHL043_MV1,MV1,91c2724264ef3387459b9420bf74b4d3ff63c6e5,4
MV1-FHL024_MV1,MV1,be34e9604674a6c30ed581443a36db3040c20e11,95
MV1-FHL013_MV1,MV1,5daf32bd065f87d977343877442d491ef6cadf88,19
MV1-FHL020_MV1,MV1,50547638490e71358c52a0c6cbe9b2cc8212876b,22
MV1-FHL013_MV1,MV1,919667b0e7c9737d8fcaa528123fd3bc97bc6914,8
MV1-FHL016_MV1,MV1,f56872da4f83ad81d7f8ab0b260ba80b76a789b2,3
MV1-FHL089_MV1,MV1,f27e27d70d0189bf5b66874821f26fb91b05de84,2
MV1-FHL016_MV1,MV1,5bbca961f9f6350c72e62e025418711609c70d07,5
MV1-FHL022_MV1,MV1,9218ef26362b2261a9a1e28fab252012b1d4ea85,17
MV1-FHL010_MV1,MV1,5c25102c292639ba445eab38d10e50a1c7ecebb7,3
MV1-FHL006_MV1,MV1,569ab3113a6b4e4464176d27c0e837f9f8093f84,2
MV1-FHL003_MV1,MV1,9d206fa6c7808d4ea644a3de8713ad017e4c600c,8
MV1-FHL013_MV1,MV1,0e36197b5903b6bbf7f2b95b237708e4eb348320,8
MV1-FHL005_MV1,MV1,befe972a685fe8c59b0e5440b506cf82483b335a,12
MV1-FHL083_MV1,MV1,befe972a685fe8c59b0e5440b506cf82483b335a,3
MV1-FHL022_MV1,MV1,41c8e2360b437a78ed3969643c10710c9a8d177e,12
MV1-FHL077_MV1,MV1,8ce2ec243fbce00c156eed8cc4ea239aa59072e7,7
MV1-FHL054_MV1,MV1,7bc63ebdcfa126569e22824f5b2aaa88daa83a94,4
MV1-FHL077_MV1,MV1,e7bd5c47bad487a45b0187438bd406b81b04aeee,3
MV1-FHL002_MV1,MV1,6b05d7f2913785073cd82b56fd655b6118747116,46
MV1-FHL006_MV1,MV1,eb8f495f06a9ac87f41c21792c2abc5b4badf8ad,73
MV1-FHL077_MV1,MV1,eeb21a170643eb53fc669c57bc1a78edf77aa69c,11
MV1-FHL044_MV1,MV1,b2da4188bae176a36c2d068d9a152465a0674724,8
MV1-FHL083_MV1,MV1,c65c48d3e516e2fd32937f655c67c04b23418c9b,163
MV1-FHL085_MV1,MV1,cfa6907ba9f8cd7db8fe1b5582e9de7eb4ddd5dd,2
MV1-FHL061_MV1,MV1,f7a606d9f8624817ea45d616bbf0d1c74c1eddd9,6
MV1-FHL013_MV1,MV1,270069f8646a497a5d63d37f157b3a900c9d1172,4
MV1-FHL044_MV1,MV1,f2e09af394b4576c4dbeea0db3d1309189cd250f,18
MV1-FHL016_MV1,MV1,755e636a89ac51a51a06ab554e42f7027f7d16eb,2
MV1-FHL070_MV1,MV1,2042bababd0f5e65619f21d4d1a85b9173245e4b,4
MV1-FHL016_MV1,MV1,81a7c67ef11e7a2969fe4e9a7affe95118a49604,4
MV1-FHL093_MV1,MV1,3fb6ba0168e3086a2c7c039c98c64ff7dbe76c58,133
MV1-FHL009_MV1,MV1,3cffc77225c15e566b254c2b4dc886ca7bb3213b,17
MV1-FHL018_MV1,MV1,99e518f2c3e8087591a878d49d294e82ad0283d7,79
MV1-FHL025_MV1,MV1,45be3874079852cbe3c2778f2d391e891677c30c,141
MV1-FHL050_MV1,MV1,319c8420f9fa029de5b24188f6113aac7c714876,2
MV1-FHL016_MV1,MV1,b7077253e7db6de1190db5e6f3c7fecfc6863d18,20
MV1-FHL015_MV1,MV1,b84ffc1e7bd5832511c73134e1f635696a192314,2
MV1-FHL022_MV1,MV1,99f1747fbba88edd6826c19f8418f0d56daa5e9d,14
MV1-FHL016_MV1,MV1,8abd004960a60910360e0aea61ca6370341deac4,8
MV1-FHL018_MV1,MV1,7d7b4e2e434a5afd53e001ef9bff2a791a26227a,6
MV1-FHL053_MV1,MV1,d8eb47e3af0b16e5a7327e0fdf920e3c213ac7d8,17
MV1-FHL009_MV1,MV1,0494629893027bd90f04b58f9338b3f3e6aafa83,4
MV1-FHL045_MV1,MV1,98b7c55c76392a239afb13fe3dbaf873d4b01e8b,10
MV1-FHL022_MV1,MV1,872a270ba75661090c14a769c2da3544a23f1622,5
MV1-FHL077_MV1,MV1,f499fd7c8f5c39d379b393fafeb6e28105229be0,57
MV1-FHL070_MV1,MV1,76d86253ebd5ea40ea8a87ddf7144f03b5b63148,113
MV1-FHL016_MV1,MV1,55df9aa1e8122ba27a5626a7981fe91d56d64924,8
MV1-FHL093_MV1,MV1,49abe9d37f5483698decee804cee82131544fa2b,7
MV1-FHL013_MV1,MV1,65340ebe94c2fdd1aa0f25c03681939b7c56bdc9,2
MV1-FHL016_MV1,MV1,129827802ea5892bbdbc3462f6db0ff4c47a0c26,40
MV1-FHL003_MV1,MV1,5fba5f7244e1100eec6e44491f270191cce291b2,155
MV1-FHL016_MV1,MV1,2a3d8b86ffda35ef957835d1c9315ae68e073f75,2
MV1-FHL034_MV1,MV1,f49fc20d0eb288c4222ca062709188615baf947b,540
MV1-FHL041_MV1,MV1,a87593bf6b4667586e978710c346e1591910608e,77
MV1-FHL077_MV1,MV1,0fce0736629cb835cc5b38be971cf0fbdb95d1b0,2
MV1-FHL017_MV1,MV1,e5e9ea4f794666fa54aacce1c483883c1a289904,171
MV1-FHL068_MV1,MV1,e18aff76362768bf30875f08da53afc4a81d0010,19
MV1-FHL010_MV1,MV1,7fba9c46fb920e52697b9cf498d77d8da95427a3,153
MV1-FHL018_MV1,MV1,b3627055226553530401f9c06fbb120ada80d49d,13
MV1-FHL094_MV1,MV1,27770d24e178a6fcf69efa5e0cb1422b677c2d59,32
MV1-FHL056_MV1,MV1,8dedcd31391809da7faf86303ceef01ded770423,114
MV1-FHL020_MV1,MV1,03dddb201b71be81e0a59d4c0031f245d569105f,31
MV1-FHL013_MV1,MV1,76ef134a3d9d3ed29f58aa04dd0d7df5abd6a293,2
MV1-FHL025_MV1,MV1,1bb237609c88dabc0d28933f007d07fe1429c139,6
MV1-FHL013_MV1,MV1,b6b846cfdb7d5c69ef17479f0c977e3b8b8425e0,12
MV1-FHL024_MV1,MV1,d5f47477947cc6f8844409009037d17a787dba54,35
MV1-FHL090_MV1,MV1,30eb07baa18c9fd7f6ad089c59caa1c84d57702b,29
MV1-FHL013_MV1,MV1,dbc862bd10fb8c26afaf0e0949ece2077c9f3439,3
MV1-FHL077_MV1,MV1,3cf4e7e7e1f728240ed0809da02af19ef17046ad,5
MV1-FHL070_MV1,MV1,23416f728fed10aa13dd5647282670b1badfdf55,66
MV1-FHL010_MV1,MV1,5d69c2f67141db3f4ebe1d44c6e8e0c4a131aec2,14
MV1-FHL003_MV1,MV1,27f10ee8a089fa067112a1ecada4c97fdc2c7717,33
MV1-FHL070_MV1,MV1,67ee7a2a97687012664524d749e28ae9ade5c594,7
MV1-FHL024_MV1,MV1,df0975e5b055178412bdb05c5dd1741d1bf4d2a9,8
MV1-FHL062_MV1,MV1,8167f873ec75758672a818f46ec154447ba64f10,5
MV1-FHL047_MV1,MV1,f80a84ce8280ddd4709a433696f0a21cfb4ee7e6,5
MV1-FHL041_MV1,MV1,8ad5f17f5e53a43486c5fe66dac38ebbc786bf2e,4
MV1-FHL016_MV1,MV1,50c6dca350dc99141e2cf6d4e8d5448e1c080587,10
MV1-FHL016_MV1,MV1,9ef477c2a5326bb3a595bb278514b77aa87f4d59,14
MV1-FHL060_MV1,MV1,baf72894b1a29dc32f304f28f45dca97190b20e8,52
MV1-FHL026_MV1,MV1,c6f08f54e4008943f46d90b4a066965ba2edaf49,7
MV1-FHL026_MV1,MV1,73cf85d87cab6382f1b4a75f2ae31c6037f5b6cf,9
MV1-FHL077_MV1,MV1,1811791c2488648fdda3937ad5fbd1676adff4bd,4
MV1-FHL077_MV1,MV1,34b255013939fbec84ac16e3a1db05a18ffb8fb6,16
MV1-FHL016_MV1,MV1,90841a63ca86582b7c0a3385ce65cbfccd752781,18
MV1-FHL016_MV1,MV1,776bc20ea99d27319ecda80b1139c0aae2333daf,41
MV1-FHL077_MV1,MV1,d4137bd2a35ec4991f1de21be2e3afb0f399182b,15
MV1-FHL026_MV1,MV1,a54b4e4e4a4de8142360a271d48d8a1eaf04c961,15
MV1-FHL026_MV1,MV1,d278038e7a9fb073438e913ec8fd1d9ae87295d2,12
MV1-FHL025_MV1,MV1,1769d38836eea4bece6e86bb80629e03fb8a6886,77
MV1-FHL015_MV1,MV1,8a547f1e6ae715f5901a2ec43a62aab8cef17948,88
MV1-FHL023_MV1,MV1,e3e9d63edfd3f45f37ac7fac18643ead1eb3cd32,14
MV1-FHL013_MV1,MV1,233ac721b19dafc6fef7da5f11ec55e15e77a489,14
MV1-FHL019_MV1,MV1,233ac721b19dafc6fef7da5f11ec55e15e77a489,62
MV1-FHL024_MV1,MV1,1ad07200b79a1bce28db76f4d8db6f04f7886446,5
MV1-FHL047_MV1,MV1,21639313774a45b619ef22a40aa4d07d214f5504,8
MV1-FHL022_MV1,MV1,6f38f089bdf0a6ed785e1c939d1f0372a06ef223,57
MV1-FHL026_MV1,MV1,ff0a118810dce2cc726ae13ddd427ff6e10ca7ec,60
MV1-FHL059_MV1,MV1,d0dd0ab64167afc50350cd407be4817f6056f272,9
MV1-FHL002_MV1,MV1,60c96d0de50ae54df5095d3aeab42d22a39d34aa,61
MV1-FHL015_MV1,MV1,59b5db9bbc2f918f952a486e2d41bbec510dd917,103
MV1-FHL003_MV1,MV1,9ff80cf43f9afa0c72b959b58d24abbf00ba4efa,126
MV1-FHL077_MV1,MV1,371d91beb48d69dc61984cb7b0e13b81cf0f5031,15
MV1-FHL018_MV1,MV1,768b1be205c82ae953bc1182904bcecae7b605f1,61
MV1-FHL061_MV1,MV1,768b1be205c82ae953bc1182904bcecae7b605f1,3
MV1-FHL081_MV1,MV1,61231ddf00d0540d980a52a44c296305034bffa9,456
MV1-FHL085_MV1,MV1,f9af95e601dfbd8dc8d6eaec50c5036b82fc837c,14
MV1-FHL074_MV1,MV1,18aa17afe4550795cecca1b7b6fd7ab2f6568ede,2
MV1-FHL022_MV1,MV1,b9ca4d94aeef656ebc80f57569eded9a208a3359,23
MV1-FHL003_MV1,MV1,099d8fa5a5d83a254a2cc8f942e08dec806b998a,33
MV1-FHL015_MV1,MV1,376048661b12b6a44ee3362c3cb98b5d47a6b61c,4
MV1-FHL026_MV1,MV1,a3bb3e938ce9aab131fa53aa66842f24f8c21f84,4
MV1-FHL044_MV1,MV1,f8104b8476ef2dca59c12aa5fb4f1d9d1b3acd16,14
MV1-FHL043_MV1,MV1,ad1fa67c1df515851cc7678b126c25595877bef2,22
MV1-FHL026_MV1,MV1,9e5cb95cd4a20e04e3f535252f3187e41cafd057,23
MV1-FHL016_MV1,MV1,8e961a951f70481bcd27a8f4603ab37c00eb99f9,21
MV1-FHL009_MV1,MV1,278b7f4306b56d932d733cf0b4b2a4961d3b30c9,31
MV1-FHL041_MV1,MV1,530e491d097b09631dfd9b529c4ef74134c7b3f9,391
MV1-FHL026_MV1,MV1,92e68f7e3f207d2de606dc2f32b1ff17e0d57995,102
MV1-FHL017_MV1,MV1,ec2e22b922b859c72e98ed9e1ba177bcaebe59c8,6
MV1-FHL037_MV1,MV1,74d61e029d6ef67ae575d65680279089e1d17362,5
MV1-FHL005_MV1,MV1,74d61e029d6ef67ae575d65680279089e1d17362,11
MV1-FHL073_MV1,MV1,74d61e029d6ef67ae575d65680279089e1d17362,18
MV1-FHL023_MV1,MV1,74d61e029d6ef67ae575d65680279089e1d17362,9
MV1-FHL026_MV1,MV1,74d61e029d6ef67ae575d65680279089e1d17362,23
MV1-FHL015_MV1,MV1,74d61e029d6ef67ae575d65680279089e1d17362,5
MV1-FHL083_MV1,MV1,74d61e029d6ef67ae575d65680279089e1d17362,9
MV1-FHL025_MV1,MV1,74d61e029d6ef67ae575d65680279089e1d17362,7
MV1-FHL077_MV1,MV1,c5f9b73549994aa8c9964d3a8dbe39d4791cb5c6,21
MV1-FHL025_MV1,MV1,837aec4a1f8bd28ac69045a07e8d2f27851731ed,3
MV1-FHL033_MV1,MV1,8e713e0c92d47568b7d1d234d004157e6f42881a,749
MV1-FHL009_MV1,MV1,bc6927a392ead622ad2b0d308fb2e98595082313,44
MV1-FHL016_MV1,MV1,23a721b3c385ae05da162522f1f987117bfae4a9,14
MV1-FHL062_MV1,MV1,fedbf6001b96d317f84ba340b3dad40f3c2616a0,6
MV1-FHL056_MV1,MV1,c4f092e9c5aa7453a0f6f59f6e95fac333b640b8,5
MV1-FHL061_MV1,MV1,e0b89932aca31d614082d85a9f05910eb600085d,9
MV1-FHL022_MV1,MV1,a25e19d539815d1b3289349f21146945fe9c5e0c,103
MV1-FHL092_MV1,MV1,a25e19d539815d1b3289349f21146945fe9c5e0c,105
MV1-FHL084_MV1,MV1,031eb0e3c9234d6d3f35402fa71f28eb973b9c23,468
MV1-FHL003_MV1,MV1,73aa1e7ba769c7efee35a16ccacd732cc59f2e89,67
MV1-FHL010_MV1,MV1,164a635becffa9593473a45f1ae7503368d1492a,5
MV1-FHL029_MV1,MV1,3108ce3220763ef9a5773d64935dde410b86766a,23
MV1-FHL023_MV1,MV1,681903a7fc02b2a5cfd16bbc7059d09f12af9fff,9
MV1-FHL024_MV1,MV1,a562e2a599b897100359aa3cae043dfcb0a3fa1b,4
MV1-FHL013_MV1,MV1,6a936c96cc7af233b0e77401e244bbe63bdeca69,98
MV1-FHL016_MV1,MV1,d1bc79513a9fc6bee42ea7fe1e805affa9c1a193,4
MV1-FHL016_MV1,MV1,ff9b8d74ada691dfbc364a7540cd8f260c6baaa7,10
MV1-FHL016_MV1,MV1,1befb2c36e155c8429a4172fd63a371cd9098d3a,3
MV1-FHL077_MV1,MV1,094628995253deb525cbb26ae7342e7c36327ec4,8
MV1-FHL015_MV1,MV1,198fc9912a7b95c34447cd08e62378615f9c6d75,21
MV1-FHL005_MV1,MV1,7b796e73c2374c021b85b9ca41dcb94205463c1d,7
MV1-FHL013_MV1,MV1,91afe16e759abdd2a87a5b8f28fb219b70128b96,13
MV1-FHL013_MV1,MV1,4ecc0bad1866f5c26e59c222933b7da6baf18cc2,49
MV1-FHL024_MV1,MV1,d939751a4e13cf24a72d86c564ef9bc716950029,21
MV1-FHL083_MV1,MV1,d939751a4e13cf24a72d86c564ef9bc716950029,16
MV1-FHL009_MV1,MV1,ba7e0fea750b7f2ea6eb3e0443d26c01c37ebda9,2
MV1-FHL016_MV1,MV1,218d672ed1c5be80a1942fce85fae272d843af6e,2
MV1-FHL018_MV1,MV1,a69d329cb73e6baae2255f79b176a73e571b4848,2
MV1-FHL024_MV1,MV1,641cfb06c99e6eb2e1ed52829787ef25887bef26,16
MV1-FHL024_MV1,MV1,8224290dd8bb5eefe4ab7cd84078fadb011fe243,6
MV1-FHL085_MV1,MV1,a534df1cf2fceef5bdc987bde0a3c916b5c1aec1,13
MV1-FHL026_MV1,MV1,750bd3f68dc6886424639928ffc6a67ed0b80db8,4
MV1-FHL086_MV1,MV1,750bd3f68dc6886424639928ffc6a67ed0b80db8,44
MV1-FHL015_MV1,MV1,47d19b0a600d0b24d559ffebd558c9938ac99681,10
MV1-FHL043_MV1,MV1,c51246a2ed3d68957ae3cd08e28cdd53eee03d38,13
MV1-FHL090_MV1,MV1,c51246a2ed3d68957ae3cd08e28cdd53eee03d38,4
MV1-FHL032_MV1,MV1,c51246a2ed3d68957ae3cd08e28cdd53eee03d38,9
MV1-FHL009_MV1,MV1,c51246a2ed3d68957ae3cd08e28cdd53eee03d38,4
MV1-FHL016_MV1,MV1,c51246a2ed3d68957ae3cd08e28cdd53eee03d38,3
MV1-FHL077_MV1,MV1,16d26964811d31465ca0b601cfa0851b40e671b9,6
MV1-FHL013_MV1,MV1,d4b023ae02428faca410c1006a5b78eff8ddc85f,11
MV1-FHL070_MV1,MV1,683ecd2c5e86649a0793f0c5a7ea7143caf20dea,39
MV1-FHL016_MV1,MV1,12c8e179fae18af17579916a6aa9588512a6ba8c,15
MV1-FHL022_MV1,MV1,40b92f64209c08ad0c5271b32532586880fe2fc6,16
MV1-FHL013_MV1,MV1,d6fa9cfea5a10346cfb5a87320f66e28271efb4f,10
MV1-FHL073_MV1,MV1,bf45a1067a6891663a3fdf0675ab956c7f3cecb6,14
MV1-FHL080_MV1,MV1,13ab2c532b120774541dabbecdf3aaa284ac9d9d,42
MV1-FHL023_MV1,MV1,c750e88a49e258cbd49c84fd891cd985c425ac76,15
MV1-FHL016_MV1,MV1,79174d22e40c0baf05e073d623ca54afb8074625,10
MV1-FHL077_MV1,MV1,8f9e61351f5631c2adb7c3539c33afdbf645482b,20
MV1-FHL040_MV1,MV1,98d574b8f60ae2fe6d8d7c4f136c512c251cd4a9,8
MV1-FHL016_MV1,MV1,dbe6ef31edcc1bb9747f24ce35296640e456c0ad,20
MV1-FHL021_MV1,MV1,5ce3eaed9b5401e902b9b04b76decaf36f2917de,78
MV1-FHL026_MV1,MV1,372de50c071258cb7d9d216d4daeeaf492fb31f0,25
MV1-FHL025_MV1,MV1,9eac4402c9d970a573f6049681a6cd70a04c5a9c,6
MV1-FHL013_MV1,MV1,52fb8c17622090691e03497f924b89fc13a68562,46
MV1-FHL024_MV1,MV1,820c55fa891007396ad428891c63f2d5626ebe43,3
MV1-FHL094_MV1,MV1,27bbbcdae9d87edca0a67206362600ec41197939,3
MV1-FHL063_MV1,MV1,95be48ee5f3216dd0d9541401a577e00e4576e8f,3
MV1-FHL002_MV1,MV1,95be48ee5f3216dd0d9541401a577e00e4576e8f,30
MV1-FHL017_MV1,MV1,b72390a0f6780a587a2400a9bc46efd6571eee02,14
MV1-FHL013_MV1,MV1,0b59254dd880b13804bfdfa6135117a088c95108,76
MV1-FHL015_MV1,MV1,3113ba2657def850ecef30f7a08544a39e5fce29,5
MV1-FHL020_MV1,MV1,1eb71eb4057eb1f4869be5d168e600bf08b2f804,102
MV1-FHL013_MV1,MV1,3cb9ed9f3a94e3cc9a33e2a8eb913254591e3bb6,48
MV1-FHL003_MV1,MV1,f6c98c20f1c6fd1a2854c1e4ab20e99fb3b1de8c,11
MV1-FHL005_MV1,MV1,23c2f58d9b5428d5a2afb1671f93abad37049ea0,85
MV1-FHL026_MV1,MV1,f0566a1f3447c04993b6fab6238c074ee49c099c,11
MV1-FHL022_MV1,MV1,7f03eff694d55c1492bc93ba4af027adb26c6423,173
MV1-FHL083_MV1,MV1,cf5265041c737eb3182b0ae82a4b42216ade4109,89
MV1-FHL006_MV1,MV1,6fedbccc84f1e783d1c620331276d1a3ce0d63e7,27
MV1-FHL013_MV1,MV1,72111678c47bb6e930060bdb133e02eb9b0be25c,4
MV1-FHL024_MV1,MV1,b2d6236c9bd1d13f2f3052a5e0a07f0b46ea4092,5
MV1-FHL003_MV1,MV1,19667e32b2b0305f12b545174ef85542d2aa5700,132
MV1-FHL013_MV1,MV1,15cfe7d169bf6f56345df77569e79b7cd6d3403f,3
MV1-FHL077_MV1,MV1,1e27f8527ee2967411da6d9a20c3d7974730e6a4,7
MV1-FHL016_MV1,MV1,44b1dad44287b8398a28c0a741154ef9f7f99db8,6
MV1-FHL013_MV1,MV1,3b00610fe5a97f42cdac87804470e47785c6b07d,3
MV1-FHL085_MV1,MV1,554172fce1f067cb072bfafb8811802787dd4f65,5
MV1-FHL070_MV1,MV1,12beeb80c2047559e96f7a87f2693b790e98d7fb,6
MV1-FHL010_MV1,MV1,8e40bbe2c363756025a775e44915117af4847faf,123
MV1-FHL003_MV1,MV1,47eaf421a9a3fc5b40a0b9387964e0362cd2572f,78
MV1-FHL016_MV1,MV1,47eaf421a9a3fc5b40a0b9387964e0362cd2572f,95
MV1-FHL013_MV1,MV1,47eaf421a9a3fc5b40a0b9387964e0362cd2572f,54
MV1-FHL003_MV1,MV1,5c03ce815973914124169c0db093f8bcfb733a32,15
MV1-FHL004_MV1,MV1,5c03ce815973914124169c0db093f8bcfb733a32,7
MV1-FHL006_MV1,MV1,5c03ce815973914124169c0db093f8bcfb733a32,174
MV1-FHL026_MV1,MV1,5c03ce815973914124169c0db093f8bcfb733a32,3
MV1-FHL016_MV1,MV1,5c03ce815973914124169c0db093f8bcfb733a32,178
MV1-FHL086_MV1,MV1,5c03ce815973914124169c0db093f8bcfb733a32,42
MV1-FHL006_MV1,MV1,197cbd27ad22ff1987d319099f54588efcb81530,177
MV1-FHL077_MV1,MV1,197cbd27ad22ff1987d319099f54588efcb81530,32
MV1-FHL086_MV1,MV1,197cbd27ad22ff1987d319099f54588efcb81530,191
MV1-FHL077_MV1,MV1,1ce7564ea979a9f8db612292a9b657fc77223e5e,4
MV1-FHL013_MV1,MV1,04e907926b9ee375ac9fcbbe4d3116938c7bf7c0,6
MV1-FHL024_MV1,MV1,b4ba74c48b04329f0df343c04ba431df4172ad20,84
MV1-FHL085_MV1,MV1,284b5d2d15e857b785b498620bac32ed348c445b,4
MV1-FHL003_MV1,MV1,3445841219c1229ecbb85005a3c1d98879e71bd4,97
MV1-FHL054_MV1,MV1,12bc78e69536a84595f7ec14b1a328b638c55ae5,6
MV1-FHL003_MV1,MV1,1ece21870843275fd93b905f1d370ba4aa7b3dd9,28
MV1-FHL016_MV1,MV1,79baf9256cec4b58c214e3c4d21c74665e236108,8
MV1-FHL015_MV1,MV1,ec7fa80baf2ffd780af8c40e2620cf75ec74e41a,22
MV1-FHL077_MV1,MV1,fd5d37b5a76b9d3f4535ae7cf98be87e761a9b3b,6
MV1-FHL003_MV1,MV1,a0214ce8204e969a6e861da14b9561ee7c99d9dc,46
MV1-FHL003_MV1,MV1,2de351dbb4aedd19db6a7a9d3a9ae142705d6687,2
MV1-FHL009_MV1,MV1,1e50eaba848700f7f2efc8f6e8f2ef07bd781d24,6
MV1-FHL013_MV1,MV1,e87fcb7e95838713149eb45f8b946402d3354230,17
MV1-FHL083_MV1,MV1,5bee7476ee6418c2c644d0ea9b6de9c842ab3654,104
MV1-FHL023_MV1,MV1,5af2f6221071473c9649f3de68f9be057172ca60,7
MV1-FHL044_MV1,MV1,affe7bbedbba1a637ed0a79cf8fac2a315599136,12
MV1-FHL010_MV1,MV1,2c60120f0df848613d52d2b43d0673f5f63b9ca9,48
MV1-FHL010_MV1,MV1,8d0b1bfcd3ff3490dac59ef9d0324fbbf2680365,32
MV1-FHL022_MV1,MV1,9a43d8cf33c61b716a9e5ac0d40da7f749ad6783,33
MV1-FHL021_MV1,MV1,b85eb9c4ece84a0c8cf568cc3e0bdea0d3a467f6,569
MV1-FHL013_MV1,MV1,987829c2300d2b1b7d06b1d70d6033872abc9f22,9
MV1-FHL015_MV1,MV1,c42481ab58ddbe8b8ac80e8e5f5c22dc9ee99e1b,4
MV1-FHL016_MV1,MV1,a96e0d0672556cfc257b82089309709ea9bf02b0,21
MV1-FHL030_MV1,MV1,46343e58a93330ce892e082a7eb9a67db06bff0e,246
MV1-FHL013_MV1,MV1,6da41db5c18c243f32cb4190a297f7250103e300,42
MV1-FHL018_MV1,MV1,364858cef1f911ea28fcf930a6621acb35650f37,30
MV1-FHL015_MV1,MV1,364858cef1f911ea28fcf930a6621acb35650f37,55
MV1-FHL077_MV1,MV1,16cc52dc046178288568fa409464d886f997991f,8
MV1-FHL009_MV1,MV1,a634da9c98a5f049107d0cf9be908bd1be9cb2a3,6
MV1-FHL016_MV1,MV1,28d367053ad38ee6796ee9608eda7777e27ec2aa,17
MV1-FHL043_MV1,MV1,b35be83afe1862050a5fa4fd9999f699b1a82300,25
MV1-FHL026_MV1,MV1,04d5d0e575c14a6e1e9c3d767916462d76bd062e,17
